2011/12/21	10:59:00	0.68	0.68	0.68	0.68	2.00
2011/12/21	11:00:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:01:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:02:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:03:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:04:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:05:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:06:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:07:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:08:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:09:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:10:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:11:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:12:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:13:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:14:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:15:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:16:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:17:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:18:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:19:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:20:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:21:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:22:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:23:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:24:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:25:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:26:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:27:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:28:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:29:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:30:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:31:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:32:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:33:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:34:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:35:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:36:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:37:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:38:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:39:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:40:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:41:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:42:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:43:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:44:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:45:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:46:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:47:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:48:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:49:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:50:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:51:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:52:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:53:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:54:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:55:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:56:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:57:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:58:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	11:59:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:00:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:01:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:02:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:03:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:04:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:05:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:06:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:07:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:08:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:09:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:10:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:11:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:12:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:13:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:14:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:15:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:16:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:17:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:18:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:19:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:20:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:21:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:22:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:23:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:24:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:25:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:26:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:27:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:28:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:29:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:30:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:31:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:32:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:33:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:34:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:35:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:36:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:37:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:38:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:39:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:40:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:41:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:42:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:43:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:44:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:45:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:46:00	0.68	0.68	0.68	0.68	0.00
2011/12/21	12:47:00	0.69	0.69	0.69	0.69	2.00
2011/12/21	12:48:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:49:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:50:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:51:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:52:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:53:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:54:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:55:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:56:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:57:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:58:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	12:59:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	13:00:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	13:01:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	13:02:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	13:03:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	13:04:00	0.69	0.69	0.69	0.69	0.00
2011/12/21	13:05:00	0.67	0.67	0.67	0.67	4.00
2011/12/21	13:06:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:07:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:08:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:09:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:10:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:11:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:12:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:13:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:14:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:15:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:16:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:17:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:18:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:19:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:20:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:21:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:22:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:23:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:24:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:25:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:26:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:27:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:28:00	0.67	0.67	0.67	0.67	0.00
2011/12/21	13:29:00	0.72	0.72	0.72	0.72	2.00
2011/12/22	09:53:00	0.70	0.70	0.70	0.70	2.00
2011/12/26	09:16:00	0.86	0.86	0.86	0.86	4.00
2012/01/02	13:02:00	0.78	0.78	0.78	0.78	10.00
2012/01/03	10:33:00	0.98	0.98	0.98	0.98	10.00
2012/01/06	09:15:00	1.20	1.20	1.20	1.20	2.00
2012/01/06	09:16:00	1.20	1.20	1.20	1.20	0.00
2012/01/06	09:17:00	1.20	1.20	1.20	1.20	0.00
2012/01/06	09:18:00	1.20	1.20	1.20	1.20	0.00
2012/01/06	09:19:00	1.20	1.20	1.20	1.20	0.00
