2012/09/13	12:59:00	1.27	1.27	1.27	1.27	2.00
2012/09/21	12:07:00	0.54	0.54	0.54	0.54	10.00
2012/09/26	10:35:00	0.38	0.38	0.38	0.38	10.00
2012/10/01	09:56:00	0.25	0.25	0.25	0.25	10.00
2012/10/01	09:57:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	09:58:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	09:59:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:00:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:01:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:02:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:03:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:04:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:05:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:06:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:07:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:08:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:09:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:10:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:11:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:12:00	0.25	0.25	0.25	0.25	0.00
2012/10/01	10:13:00	0.28	0.28	0.28	0.28	10.00
2012/10/01	10:14:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:15:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:16:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:17:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:18:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:19:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:20:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:21:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:22:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:23:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:24:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:25:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:26:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:27:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:28:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:29:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:30:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:31:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:32:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:33:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:34:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:35:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:36:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:37:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:38:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:39:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:40:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:41:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:42:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:43:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:44:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:45:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:46:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:47:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:48:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:49:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:50:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:51:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:52:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:53:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:54:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:55:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:56:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:57:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:58:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	10:59:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:00:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:01:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:02:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:03:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:04:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:05:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:06:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:07:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:08:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:09:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:10:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:11:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:12:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:13:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:14:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:15:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:16:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:17:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:18:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:19:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:20:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:21:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:22:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:23:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:24:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:25:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:26:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:27:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:28:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:29:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:30:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:31:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:32:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:33:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:34:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:35:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:36:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:37:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:38:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:39:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:40:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:41:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:42:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:43:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:44:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:45:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:46:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:47:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:48:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:49:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:50:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:51:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:52:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:53:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:54:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:55:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:56:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:57:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:58:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	11:59:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:00:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:01:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:02:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:03:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:04:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:05:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:06:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:07:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:08:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:09:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:10:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:11:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:12:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:13:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:14:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:15:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:16:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:17:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:18:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:19:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:20:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:21:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:22:00	0.28	0.28	0.28	0.28	0.00
2012/10/01	12:23:00	0.28	0.28	0.28	0.28	0.00
